statement,label
One of the other inaccuracies ...is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since Ive been in office. It was a quarter mill tax in the unincorporated area only.,0
"Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.",1
"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.",1
"Over the past two years, Florida has cut more than $1 billion in taxes.",1
"For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.",1
Some cardiologists estimate 70 percent of all males over 50 have some form of heart disease.,0
"The Senate immigration bill is filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.",1
Its estimated we leave somewhere north of $350 billion a year - thats billion - a year on the table uncollected because IRS doesnt have the resources.,0
On transparency in dealing with the Republican Party of Florida's financial issues.,0
Drug overdoses are now the second-most common cause of death in New Hampshire.,0
Having a baby is aleading cause of poverty spells in the United States.,0
"A recent study showed that nearly half of all gifts bought for the holidays are now purchased online. Unfortunately, another study showed as many as 1 in 4 people have had a package stolen from their residence.",1
There will be several thousand dollars in payments going to families with six-figure incomes who've had no income interruption whatsoever.,1
"The average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.",0
Gasoline would rise in price by approximately 50 cents a gallon if the McCain-Lieberman bill became law.,0
"Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.",0
The largest number of gamblers are from the poorest segments of the population.,0
Says that President Obama said that Small Businesses Succeed Because of Government.,0
"Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.",1
Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year.,0
TriMet is spending 4.2 million in fed funds to save $168K per year.,1
The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,0
Trump goes around saying the economy is doing great. You know what real inflation accounted-for wages went up last year? 1.1%. That ain't great.,1
380 Americans have been killed in 294 mass shootings in 2015 alone.,0
About half the people who would qualify for Medicaid expansion in Florida can buy a health care plan for $30 a month on the federal health care exchange.,0
The jobs bill includes President Obamas tax on soup kitchens,0
The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,0
The only time government employment has gone down during a recession has been under me.,0
There will be no public funding for abortion in this legislation.,1
Says state Sen. Alberta Darling is allowing mercury to harm our children because she voted against an electronics recycling bill.,0
"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was a step forward for human rights in Iran, opposed Reagans defense build-up and voted against the first Gulf War.",1
